5,0,1.001154,1.0011539459228516,4640637928,37082312440.74909,11,800744,57,48,1500,false
5,1.001154,2.001577,1.0004229545593262,4637327360,37082934483.78689,8,1589904,123,143,1500,false
5,2.001577,3.000355,0.9987779855728149,4419747840,35401243550.35883,9,1699952,23,14,1500,false
5,3.000355,4.000511,1.000156044960022,4599316480,36788791134.55815,3,1660856,21,13,1500,false
5,4.000511,5.000072,0.9995610117912292,4482662400,35877048801.389305,9,1316232,14,7,1500,false
5,5.000072,6.00165,1.0015779733657837,4325376000,34548491400.74162,7,1604384,22,14,1500,false
5,6.00165,7.000168,0.9985179901123047,4427612160,35473469312.271645,4,1694160,52,56,1500,false
5,7.000168,8.002551,1.0023829936981201,4354211840,34750883583.41661,8,1155504,120,102,1500,false
5,8.002551,9.001393,0.9988420009613037,4190371840,33561839297.64355,10,1613072,30,24,1500,false
5,9.001393,10.001724,1.0003310441970825,4295229440,34350463998.226295,7,1038216,20,11,1500,false
